inquiry_id,ind_det_credit_debts_balance,ind_det_debts_interestRate,ind_det_debts_currentBalancet,ind_det_debts_monthlyPayment,ind_det_debts_originalAmount,ind_det_expenses_monthlyAmount,ind_det_incomes_tyoe,ind_det_incomes_amount,tax_account_connected,has_no_incomes,has_no_expenses,has_no_debts,has_no_credit_debts,years_in_industry,years_as_management,ever_filed_bankruptcy,ongoing_lawsuits,credit_check_consent,citizenship_status,equity_injection,business_purchase_price,is_providing_collateral,is_interested_in_refinancing_existing_debt,total_fund_amount,fund_use_count,fund_use_list,fund_amount_list,status,type,loan_amount,is_buying_business,is_primarily_selling_or_providing_services,is_operating_for_profit,is_primarily_lending_business,is_pyramid_sale_distribution_plan,is_deriving_gambling_revenue,is_engaged_in_illegal_activity,is_private_club_with_limited_membership,is_government_owned_entity,is_loan_packager,is_associate_with_criminal_history,is_equity_owned_by_lender_or_cdc,is_presenting_prurient_performances,is_defaulted_on_federal_loan,is_engaged_in_political_or_lobbying_activities,is_speculative_in_nature,is_primarily_earning_from_rent_interest_or_investments,is_for_profit_subsidiary_of_nonprofit,is_pawn_shop,is_owned_or_controlled_by_native_american_tribe,crm_score,has_crm,has_middesk,liens_found,litigations_found,watchlist_hit
1e8fe0bc-f71c-4ac9-84e2-8845c7abd78a,"[251016, 169157, 101966]","[4.012388882647723, 5.134535989989919, 16.095589813809177, 5.321114408073138]","[3308189, 3656033, 101533, 2594067]","[15316, 10881, 1692, 19652]","[5000000, 5000000, 200000, 5000000]","[20256, 18242, 35708, 23615, 25086]","['investment', 'investment']","[2273666, 3160830]",0,0,0,0,0,5,5,0,0,1,citizen,16528888,0.0,1,0,72089099.0,6,"['Technology Upgrade', 'Marketing', 'Staff Hiring', 'Inventory', 'Research and Development', 'Office Expansion']","[4562432.0, 3501411.0, 3009231.0, 8421967.0, 1813937.0, 50780121.0]",submitted,['workingCapital'],72089099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,645.0,1.0,0.0,0.0,0.0,0.0
7def4293-20de-4387-8446-516456e1b903,[170610],"[6.1769746094034055, 11.55910384462318, 14.583282056381774, 6.437962684796108]","[5773835, 789462, 199558, 182114]","[21871, 9398, 2772, 2168]","[11859450, 1000000, 200000, 200000]","[94959, 56120, 82543]","['bonus', 'investment']","[4080688, 9187632]",0,0,0,0,0,4,23,0,1,1,other,2288473,0.0,1,0,26203808.0,6,"['Marketing', 'Working Capital', 'Staff Hiring', 'Research and Development', 'Equipment Purchase', 'Office Expansion']","[3590252.0, 899295.0, 683101.0, 772007.0, 4438612.0, 15820541.0]",submitted,"['export', 'CAPLines', 'acquisition']",26203808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.0,1.0,0.0,0.0,0.0,0.0
44ca477f-cf6b-4aa2-93f6-e49af47a8085,[306498],"[19.699804390668696, 4.001956401364112]","[2369644, 1206808]","[32912, 33522]","[3640390, 1375313]","[85867, 113516, 20014, 72562]",['freelance'],[11482917],0,0,0,0,0,16,23,1,1,1,citizen,2488765,0.0,1,0,46361681.0,7,"['Marketing', 'Technology Upgrade', 'Equipment Purchase', 'Staff Hiring', 'Research and Development', 'Inventory', 'Working Capital']","[2062428.0, 1199509.0, 4446097.0, 4873898.0, 1126898.0, 1301281.0, 31351570.0]",in-progress,['acquisition'],46361681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,1.0,0.0,0.0,0.0,0.0
12016298-0bc9-4d63-aa1f-911241b68ec5,"[496410, 690501]",[4.726202012047434],[1516038],[8422],[2432481],"[208608, 33893, 246556]","['salary', 'investment']","[20050366, 9556724]",0,0,0,0,0,26,30,0,1,1,citizen,6518789,467387.0,1,0,29842093.0,2,"['Equipment Purchase', 'Inventory']","[3633434.0, 26208659.0]",in-progress,['acquisition'],29842093,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,366.0,1.0,0.0,0.0,0.0,0.0
9e705663-433f-4867-b99c-485106c8b539,[255201],[16.347713489441205],[1572550],[43682],[1906511],"[56730, 68128, 76018, 60786]",['freelance'],[9632215],0,0,0,0,0,20,10,0,0,1,other,9036340,0.0,0,0,33896970.0,7,"['Equipment Purchase', 'Marketing', 'Office Expansion', 'Research and Development', 'Technology Upgrade', 'Staff Hiring', 'Working Capital']","[8182378.0, 1811961.0, 1481186.0, 600457.0, 2055114.0, 1872663.0, 17893211.0]",submitted,"['equipmentPurchase', 'acquisition', 'commercialRealEstate']",33896970,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.0,1.0,0.0,0.0,0.0,0.0
98b103aa-a1e9-4511-9fd2-ebfa996b61b2,"[277252, 437514, 374842]","[5.443825928369284, 10.525625598786526, 5.024106851586916, 7.215567351085912, 6.751694852334772]","[14405954, 3911984, 6803010, 230242, 349181]","[42875, 81500, 37795, 6396, 2078]","[14590493, 4274700, 9348801, 466470, 5000000]","[11602, 27158, 80407, 14156, 78917, 70615]","['freelance', 'salary']","[4255885, 7010368]",0,0,0,0,0,28,8,1,0,1,citizen,3131454,0.0,1,0,13398724.0,7,"['Working Capital', 'Inventory', 'Staff Hiring', 'Research and Development', 'Marketing', 'Office Expansion', 'Technology Upgrade']","[571578.0, 957050.0, 1729745.0, 506118.0, 684494.0, 745636.0, 8204103.0]",in-progress,['commercialRealEstate'],13398724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.0,1.0,0.0,0.0,0.0,0.0
90132c61-fc23-42ff-aeb1-0975630a777c,"[555209, 797236]",[11.509938066011824],[8712254],[181505],[9276215],"[47480, 152883, 87442]","['salary', 'salary']","[7580842, 19468107]",0,0,0,0,0,1,2,0,0,1,citizen,6353478,9710486.0,1,0,81291639.0,2,"['Office Expansion', 'Staff Hiring']","[2835992.0, 78455647.0]",submitted,['acquisition'],81291639,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,651.0,1.0,0.0,0.0,0.0,0.0
d43970bc-10a2-4a43-92d1-9cd3cfef9738,"[237224, 239757, 537246]","[5.3741900086715795, 3.4102301426587, 7.134600053785849, 6.4706598521841645, 11.505765928664573]","[518183, 3977163, 1124760, 1014941, 4063148]","[6169, 20714, 8521, 4699, 67719]","[1270958, 5975999, 3909998, 2379048, 5384612]","[53401, 67200, 67654, 58061, 67787, 71195]","['investment', 'bonus', 'bonus']","[3375544, 3920651, 2225254]",0,0,0,0,0,30,5,0,0,1,citizen,7965519,0.0,1,0,48840828.0,3,"['Equipment Purchase', 'Office Expansion', 'Working Capital']","[6274837.0, 2919473.0, 39646518.0]",in-progress,['workingCapital'],48840828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,445.0,1.0,0.0,0.0,0.0,0.0
4a0b45d8-c150-4f9d-bda8-58a4617b08ee,"[624321, 545444]","[9.667753021893596, 5.569437048077043, 18.500471853282185, 13.961395416013485]","[5263259, 4060581, 3341057, 1138838]","[87721, 67676, 69605, 47452]","[9955337, 9594100, 3838061, 1972728]","[54583, 25312, 22419]","['salary', 'bonus']","[16364481, 4114598]",0,0,0,0,0,2,28,0,0,1,permanentResident,5869057,0.0,1,0,44994538.0,6,"['Office Expansion', 'Inventory', 'Staff Hiring', 'Technology Upgrade', 'Marketing', 'Research and Development']","[3373945.0, 5984879.0, 3083447.0, 1718068.0, 2493111.0, 28341088.0]",submitted,['acquisition'],44994538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.0,1.0,0.0,0.0,0.0,0.0
e83921a5-2613-4177-9f47-c16451fec808,"[242405, 207910, 263978, 139125]","[4.844562434486255, 7.406322987282719, 11.887725348015204, 7.957990632023442, 6.859676540208282]","[2013942, 216673, 818147, 2997230, 3954777]","[23976, 18056, 17045, 83256, 32956]","[2064856, 736224, 1534940, 3330669, 8445560]","[20820, 19832, 50120, 42624, 58223, 16383]",['investment'],[9592331],0,0,0,0,0,13,7,0,0,1,permanentResident,18020452,0.0,1,0,64145341.0,4,"['Inventory', 'Marketing', 'Staff Hiring', 'Working Capital']","[8505008.0, 6615152.0, 2380394.0, 46644787.0]",in-progress,"['commercialRealEstate', 'acquisition', 'equipmentPurchase']",64145341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.0,1.0,0.0,0.0,0.0,0.0
4a9ae545-a31c-4cc8-a08a-19d529700d27,"[101061, 104112, 107157, 103210]","[3.674734511453275, 3.6149359286617386, 4.823664532223078, 6.023488160104189, 6.622565049664772]","[4443085, 101771, 496850, 216572, 270864]","[30855, 446, 3764, 622, 3762]","[9829402, 5000000, 500000, 5000000, 1000000]","[21178, 25811, 28493]",['bonus'],[4449408],0,0,0,0,0,30,20,0,0,1,permanentResident,8519667,9984462.0,0,0,60925311.0,3,"['Technology Upgrade', 'Research and Development', 'Staff Hiring']","[3848834.0, 959071.0, 56117406.0]",archived,"['generalExpansion', 'acquisition']",60925311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.0,1.0,0.0,0.0,0.0,0.0
f7da6940-0dfb-4c29-8b0c-9cc56e1265e3,"[1019079, 673058, 814081, 402885]","[4.370424092928081, 11.91183318701267, 4.762150491995078, 14.914109485877967, 8.495386788092084]","[12403980, 495364, 3896944, 1497041, 129820]","[114852, 8256, 17092, 31188, 3606]","[15746581, 1987625, 6131597, 2973585, 521252]","[128444, 75504]","['salary', 'freelance', 'bonus']","[7777504, 8982996, 3281629]",0,0,0,0,0,25,12,0,0,1,other,13103193,3896164.0,1,0,71063120.0,5,"['Inventory', 'Working Capital', 'Office Expansion', 'Technology Upgrade', 'Research and Development']","[2164168.0, 1572991.0, 6557947.0, 5111310.0, 55656704.0]",submitted,['acquisition'],71063120,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,516.0,1.0,0.0,0.0,0.0,0.0
02155bb7-f18f-4dd8-abd1-a1f448f0cd2d,"[118635, 604331, 589374, 452341]","[7.053853445301195, 8.732237346375962]","[6038074, 8081845]","[45743, 96212]","[15869270, 8113176]","[19692, 76194, 89068, 112659]","['investment', 'salary']","[5912739, 9415658]",0,0,0,0,0,27,5,1,1,1,citizen,20846231,0.0,0,0,99425451.0,2,"['Working Capital', 'Equipment Purchase']","[637055.0, 98788396.0]",in-progress,['CAPLines'],99425451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.0,1.0,0.0,0.0,0.0,0.0
d698d32e-ca0e-4e6a-83a3-532cdbb7dc55,"[483272, 732571, 745728]","[4.755673616790099, 16.985274768725937, 5.942073032040333, 8.277253999356823, 4.085504537414089]","[5871302, 883791, 3687656, 2521384, 7678216]","[163092, 73649, 51217, 70038, 42657]","[6602658, 2113276, 7843987, 8110633, 12849451]","[73006, 43531]","['investment', 'freelance']","[4479869, 7739017]",0,0,0,0,0,15,30,0,0,1,citizen,5070503,0.0,1,0,26062992.0,6,"['Technology Upgrade', 'Working Capital', 'Office Expansion', 'Staff Hiring', 'Research and Development', 'Equipment Purchase']","[1200626.0, 599721.0, 1584789.0, 1550949.0, 871635.0, 20255272.0]",submitted,['export'],26062992,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,393.0,1.0,0.0,0.0,0.0,0.0
b8b21d1b-0a1a-43ad-b60f-2450581000ba,"[177354, 100108, 384975]",[4.9625585419395515],[2323315],[16134],[5366930],"[31106, 33140]","['investment', 'bonus']","[6746574, 3198061]",0,0,0,0,0,15,13,0,0,1,other,11390740,0.0,0,0,54071494.0,4,"['Equipment Purchase', 'Marketing', 'Inventory', 'Working Capital']","[5659201.0, 1728155.0, 5655880.0, 41028258.0]",submitted,['equipmentPurchase'],54071494,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,404.0,1.0,0.0,0.0,0.0,0.0
04acf4cc-d09c-47cf-94ab-66c89c1a5979,"[968793, 135948]","[5.163335624995504, 6.67504364079537, 10.178101881785413, 6.339089315436603, 9.256473543436432]","[60651372, 194267, 382749, 697873, 128758]","[168476, 736, 5316, 3635, 1533]","[71620041, 6127897, 2236070, 1553594, 382270]","[215028, 257251, 44729, 107780]","['freelance', 'investment', 'salary']","[6611066, 7320382, 19787817]",0,0,0,0,0,11,14,0,0,1,citizen,3320877,7480941.0,1,0,16781395.0,3,"['Research and Development', 'Marketing', 'Inventory']","[610627.0, 2088420.0, 14082348.0]",in-progress,['acquisition'],16781395,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.0,1.0,0.0,0.0,0.0,0.0
fae13bc5-e3af-4f9d-92b6-7259d117c8e6,[217091],"[5.193644783146233, 4.311467012744545, 4.027702651132971]","[321136, 4778426, 7624912]","[5352, 56886, 31770]","[1067529, 7922264, 15229855]","[28835, 57941, 16779]",['investment'],[9208905],0,0,0,0,0,16,21,0,0,1,other,5848817,0.0,1,0,42712355.0,3,"['Inventory', 'Staff Hiring', 'Research and Development']","[1766259.0, 4527431.0, 36418665.0]",submitted,['supplies'],42712355,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,453.0,1.0,0.0,0.0,0.0,0.0
0c37d937-9d9b-4931-925b-2faa7bb96bf9,"[398082, 861445, 776222]",[6.2125862760496755],[3021642],[12590],[8194419],"[105080, 16296]","['freelance', 'salary', 'investment']","[11586039, 7371228, 3819565]",0,0,0,0,0,27,23,0,0,1,citizen,775299,0.0,1,0,10092795.0,4,"['Working Capital', 'Marketing', 'Inventory', 'Technology Upgrade']","[502058.0, 1249703.0, 925089.0, 7415945.0]",submitted,['workingCapital'],10092795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.0,1.0,0.0,0.0,0.0,0.0
c80b7de3-9cd6-4a92-a8d8-731998e8c803,"[170199, 570841, 568500]",[9.618212030639627],[2555459],[106477],[3656891],"[47851, 160332, 171083]","['freelance', 'salary', 'freelance']","[2797391, 22479278, 11455656]",0,0,0,0,0,13,23,0,0,1,citizen,3457919,1448693.0,1,0,13667860.0,2,"['Office Expansion', 'Inventory']","[1344081.0, 12323779.0]",in-progress,['acquisition'],13667860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.0,1.0,0.0,0.0,0.0,0.0
e969985f-bcbe-4ae8-b2fd-84a15bdb9751,"[108932, 202800]","[5.145511187478943, 3.548066002128324, 5.847834598210278]","[1471277, 216954, 365045]","[12261, 670, 5070]","[3086479, 5000000, 500000]","[28279, 41735, 21450]",['investment'],[6520176],0,0,0,0,0,11,21,0,0,1,other,11616898,4628950.0,1,0,95741975.0,4,"['Working Capital', 'Equipment Purchase', 'Research and Development', 'Technology Upgrade']","[2991694.0, 16672736.0, 641776.0, 75435769.0]",submitted,['acquisition'],95741975,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,570.0,1.0,0.0,0.0,0.0,0.0
33fd4dda-c325-463d-ac82-23d4e79e55fb,[279162],"[7.403469748724854, 11.872428925989803, 5.078220223262087]","[2725603, 269101, 8745628]","[113567, 3738, 45550]","[3468024, 1329609, 11264269]","[37892, 12381, 12098, 53655, 50446, 33455]",['salary'],[7536237],0,0,0,0,0,21,14,0,0,1,permanentResident,4680682,0.0,1,0,53449093.0,6,"['Inventory', 'Marketing', 'Working Capital', 'Staff Hiring', 'Office Expansion', 'Equipment Purchase']","[1129969.0, 2629092.0, 2304859.0, 5457658.0, 3068438.0, 38859077.0]",submitted,['workingCapital'],53449093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.0,1.0,0.0,0.0,0.0,0.0
b5ee96e0-0401-4815-b449-6dd9dced2d81,[267796],"[6.686492365188702, 12.900974297593208, 8.646606423958518, 4.80206657262118]","[617174, 683713, 783043, 310536]","[2857, 11395, 16313, 1991]","[1879489, 778454, 4279789, 500000]","[20779, 25288, 10319, 11471, 28794, 30638]",['bonus'],[4850242],0,0,0,0,0,4,4,0,1,1,citizen,28120115,0.0,1,0,95521767.0,6,"['Staff Hiring', 'Marketing', 'Equipment Purchase', 'Inventory', 'Working Capital', 'Office Expansion']","[15913479.0, 5167997.0, 13811807.0, 3784747.0, 2679270.0, 54164467.0]",in-progress,['CAPLines'],95521767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786.0,1.0,0.0,0.0,0.0,0.0
7b0f1e54-905e-4330-83ec-5e8f5a48592a,"[295577, 249206, 186919, 401079]","[4.434960976102709, 4.026845329661967, 5.434100747198934, 5.052706395593865]","[1480910, 9589537, 6388197, 145818]","[30852, 36324, 59150, 2025]","[4248514, 13445391, 10726150, 1378180]","[80426, 92959, 101893]","['salary', 'bonus', 'investment']","[11013383, 2822092, 2029463]",0,0,0,0,0,30,24,0,0,1,other,8596746,0.0,1,0,79062587.0,6,"['Working Capital', 'Research and Development', 'Marketing', 'Office Expansion', 'Staff Hiring', 'Equipment Purchase']","[1722613.0, 2713354.0, 2744255.0, 7007526.0, 944294.0, 63930545.0]",in-progress,['acquisition'],79062587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.0,1.0,0.0,0.0,0.0,0.0
39ea5b1b-9963-407e-8e16-9f0b35b1de79,"[844491, 1124627, 150441, 210330]","[11.7427578410608, 17.708643207871802, 6.870742167201817, 5.410647140708778, 6.453658208813877]","[3158415, 1948005, 7835783, 1683323, 6683170]","[43867, 27056, 29681, 28055, 39781]","[7152519, 4778524, 9157572, 2543104, 11298117]","[41346, 139544, 149477, 55526]","['investment', 'bonus', 'salary']","[5412545, 3348415, 15404570]",0,0,0,0,0,17,1,0,1,1,permanentResident,524002,0.0,1,0,1759178.0,7,"['Marketing', 'Office Expansion', 'Research and Development', 'Inventory', 'Equipment Purchase', 'Working Capital', 'Staff Hiring']","[500000.0, 500000.0, 500000.0, 500000.0, 500000.0, 500000.0, -1240822.0]",submitted,"['export', 'other', 'equipmentPurchase']",1759178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.0,1.0,0.0,0.0,0.0,0.0
ec06f4d9-e254-4a05-8b36-626309bda3fe,"[704931, 787311]","[6.972237146686023, 9.132620358972215, 4.444494134591384, 7.260408446283523]","[6212421, 953405, 2352816, 3946989]","[86284, 13242, 15082, 36546]","[9057153, 1756786, 4238159, 4216044]","[84544, 72074]",['salary'],[15071652],0,0,0,0,0,19,30,0,0,1,citizen,10272931,2260853.0,1,0,42285033.0,5,"['Marketing', 'Working Capital', 'Staff Hiring', 'Inventory', 'Equipment Purchase']","[6336095.0, 1706107.0, 2359261.0, 4243492.0, 27640078.0]",submitted,['acquisition'],42285033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,1.0,0.0,0.0,0.0,0.0
